,token,score,match
3037,Berrospe,75,berroeta
3038,una,86,unda
3039,costa,100,costa
3040,Iñigo,100,iñigo
3041,ueronese,71,nueros
3042,Clemencia,100,clemencia
3043,ualga,73,alzaga
3044,enriques,94,henriques
3045,Señora,89,sora
3046,violante,93,volante
3047,Almedo,91,aledo
3048,Morans,91,moran
3049,hervas,100,hervas
3050,Arbuscody,67,arauco
3051,Quaresma,75,caresmar
3052,balmol,73,baylo
3053,MONTERO,100,montero
3054,Palomia,86,palomar
3055,hinoxosa,88,hinojosa
3056,Firmadamiguel,63,miguel
3057,armenta,100,armenta
3058,Bastida,100,bastida
3059,montalbo,100,montalbo
3060,cal,86,calo
3061,Cansino,100,cansino
3062,CORRALES,100,corrales
3063,Linden,100,linden
3064,Osuna,100,osuna
3065,rubricadoBalencian,59,brickdale
3066,jues,80,juanes
3067,rojas,100,rojas
3068,saucedo,100,saucedo
3069,villarrrubia,96,villarrubia
3070,Cubillana,100,cubillana
3071,Osorio,100,osorio
3072,Aubri,80,mauri
3073,Urquecir,71,cerqueira
3074,TORO,100,toro
3075,garson,83,gaston
3076,Mara,89,maria
3077,hermenegildo,100,hermenegildo
3078,Yubrea,80,breña
3079,Noseda,73,noreña
3080,debera,77,hebrera
3081,Redio,80,recio
3082,Passano,100,passano
3083,Ayllan,83,ayllon
3084,Bruñete,92,beruete
3085,piarrubia,80,villarrubia
3086,jesus,100,jesus
3087,yMaria,91,maria
3088,avalos,100,avalos
3089,Bao,86,bado
3090,Burgos,100,burgos
3091,Ojeda,100,ojeda
3092,VALDIVIESO,100,valdivieso
3093,garibay,100,garibay
3094,montañez,100,montañez
3095,almaçan,92,almazan
3096,Motesdaco,75,montesa
3097,pelayo,100,pelayo
3098,RlES,89,arles
3099,mesta,91,mestas
3100,Señor,80,seneor
3101,jusefe,83,jusepe
3102,Dorotea,86,doroteo
3103,benito,100,benito
3104,teodoro,100,teodoro
3105,Melgar,100,melgar
3106,gonzales,88,gonzalez
3107,l,67,li
3108,blanco,100,blanco
3109,Casreno,77,carmen
3110,philipe,93,philippe
3111,cerezedo,88,cerecedo
3112,jacquez,86,jacques
3113,elicio,92,felicio
3114,Diego,100,diego
3115,Ascarza,77,saraza
3116,Campolargo,82,camargo
3117,ruiz,100,ruiz
3118,mandadas,88,vandadas
3119,AlcegaFranco,73,salafranca
3120,Joaquin,100,joaquin
3121,Lucas,100,lucas
3122,Puente,100,puente
3123,hernandez,100,hernandez
3124,Nusete,73,juste
3125,rrequiere,71,ruiperez
3126,Ayalde,100,ayalde
3127,montefinos,90,montesinos
3128,lopez,100,lopez
3129,Daran,83,badaran
3130,yugo,86,ugo
3131,Cantillana,100,cantillana
3132,ygnacio,86,ignacio
3133,Grabiel,86,gabriel
3134,scruo,75,croÿ
3135,astorga,100,astorga
3136,Jeronimo,100,jeronimo
3137,Pereyra,100,pereyra
3138,montemaior,90,montemayor
3139,Carmen,100,carmen
3140,squivel,93,esquivel
3141,PACHECO,100,pacheco
3142,Sanz,100,sanz
3143,Phelipe,100,phelipe
3144,escalona,100,escalona
3145,almeida,100,almeida
3146,Tejon,80,trejo
3147,quadro,92,quadros
3148,Flores,100,flores
3149,bija,75,ubiña
3150,baño,86,bado
3151,Niseforia,71,soria
3152,Barbaran,93,barbara
3153,Palacio,100,palacio
3154,BALDEZ,83,valdez
3155,belasques,78,velasquez
3156,mia,86,mira
3157,Ariola,92,arriola
3158,Reuerendisimo,67,resendio
3159,Castelles,89,castellet
3160,jorje,80,jofre
3161,Galan,100,galan
3162,uillanueva,90,villanueva
3163,perijon,77,berjon
3164,Caraza,86,carranza
3165,Hierosolymitani,61,hipolita
3166,Xptobal,67,toral
3167,vidal,100,vidal
3168,Aybar,100,aybar
3169,Guebara,86,guevara
3170,galanas,86,galiana
3171,Ginros,80,giro
3172,Almoneria,78,almoguera
3173,Juan,100,juan
3174,Valdes,100,valdes
3175,Sumeta,73,humet
3176,A,67,oña
3177,paulo,100,paulo
3178,gloria,83,loriga
3179,Escudo,86,escudero
3180,Montalban,100,montalban
3181,JUARES,83,juanes
3182,Cayetano,100,cayetano
3183,rrendon,92,rendon
3184,ecija,73,mencia
3185,desquina,80,esquira
3186,Cazeres,86,caceres
3187,Basilio,100,basilio
3188,Atocha,100,atocha
3189,birrey,83,virrey
3190,monsalve,100,monsalve
3191,menzia,83,mencia
3192,patriarcha,78,petrarca
3193,loannis,86,ioannis
3194,popa,75,topa
3195,bergara,86,bergada
3196,PERDO,91,peredo
3197,Berobia,77,beyria
3198,gandia,100,gandia
3199,Balera,92,balcera
3200,MOLINA,100,molina
3201,sayas,100,sayas
3202,Ruvio,80,rubio
3203,aresti,100,aresti
3204,Coronado,100,coronado
3205,Bme,67,blumen
3206,Galbes,92,gualbes
3207,cordonero,89,cordovero
3208,loreço,91,loreto
3209,Presvitero,80,prestamero
3210,jesucristo,75,cristo
3211,jusepe,100,jusepe
3212,Castellar,100,castellar
3213,abel,100,abel
3214,Solares,100,solares
3215,Ambar,91,lambar
3216,prespectibas,67,presas
3217,falzedo,92,alzedo
3218,baruosa,86,barbosa
3219,Mondragon,100,mondragon
3220,Echerreria,82,herrera
3221,sierta,83,sierra
3222,Resta,100,resta
3223,Porres,100,porres
3224,Mendo,100,mendo
3225,salas,100,salas
3226,rubi,100,rubi
3227,jasinto,86,jacinto
3228,ambrosyo,88,ambrosio
3229,seda,86,sea
3230,Marios,91,mario
3231,Catala,100,catala
3232,barraza,86,arriaza
3233,sufre,80,jufre
3234,cañas,100,cañas
3235,SANTIAGO,100,santiago
3236,urdiales,80,criales
3237,bicuña,80,vicuña
3238,larios,100,larios
3239,Ubrete,83,uberte
3240,acacio,100,acacio
3241,Leoniçio,86,leoncio
3242,ALAVA,100,alava
3243,auellano,88,arellano
3244,Saavedra,100,saavedra
3245,valasco,86,velasco
3246,Duos,86,dos
3247,rrenuncio,71,ranuccio
3248,Paralta,86,peralta
3249,Balthazar,94,baltazar
3250,Rocoforte,82,rocafort
3251,NEYRA,100,neyra
3252,Beneficiados,74,benicio
3253,siluestre,89,silvestre
3254,viuar,89,viar
3255,Echaberri,89,echaverri
3256,osorno,100,osorno
3257,Ruy,100,ruy
3258,simancas,100,simancas
3259,menuche,77,denche
3260,Garsia,91,gasia
3261,giralte,100,giralte
3262,Cortaza,93,cortazar
3263,Pabellon,86,bellon
3264,Querencia,75,querini
3265,bartholome,95,bartolome
3266,ntonio,92,antonio
3267,Lopa,75,lope
3268,vayas,80,vacas
3269,PISARRO,86,pizarro
3270,Manden,83,manent
3271,paramo,100,paramo
3272,aliman,83,alaman
3273,Ysidro,91,sidro
3274,hazia,80,hazaña
3275,firma,91,firmat
3276,robles,100,robles
3277,Juares,83,juanes
3278,Morano,92,moriano
3279,VALDES,100,valdes
3280,Figueroa,100,figueroa
3281,salinas,100,salinas
3282,Herrados,88,herrando
3283,aluaro,83,alvaro
3284,rromi,80,oromi
3285,baldeolibas,74,ballinas
3286,dulce,100,dulce
3287,Paramo,100,paramo
3288,Garlate,92,garate
3289,gelder,100,gelder
3290,BERNARDINO,100,bernardino
3291,Freijo,83,feijoo
3292,venavides,89,benavides
3293,Velez,100,velez
3294,-ndo,80,do
3295,andres,100,andres
3296,«caro,100,caro
3297,arriola,100,arriola
3298,olivares,100,olivares
3299,Ynes,89,yanes
3300,Morena,100,morena
3301,bañuelos,100,bañuelos
3302,Montesinos,100,montesinos
3303,Noregon,92,oregon
3304,frias,100,frias
3305,Albardon,82,lombardon
3306,Mason,83,masones
3307,El,80,vel
3308,Estebaia,82,estefania
3309,Serna,100,serna
3310,barreda,100,barreda
3311,Aguillar,93,aguilar
3312,Pumares,83,pares
3313,nro,86,nero
3314,dela,89,della
3315,pelaez,100,pelaez
3316,felix,100,felix
3317,firmefecho,63,frederich
3318,Parcia,83,garcia
3319,alsedo,100,alsedo
3320,morin,91,mourin
3321,Mozan,83,morazan
3322,justiciajuan,80,justicia
3323,Paiba,80,aibar
3324,Clemente,100,clemente
3325,Afanador,71,amador
3326,II,67,iñigo
3327,Garrocho,80,garrich
3328,Pedrosa,100,pedrosa
3329,Cueto,100,cueto
3330,toribio,100,toribio
3331,fernan,100,fernan
3332,CASAS,100,casas
3333,Vtesschosider,63,veschi
3334,Mariana,100,mariana
3335,Ignasio,92,ignasi
3336,Lusia,80,lucia
3337,Medays,73,maeda
3338,ffrancisco,95,francisco
3339,TAMARIS,86,tamariz
3340,Quirino,100,quirino
3341,altaneria,78,altarriba
3342,carnedo,92,arnedo
3343,Tellez,100,tellez
3344,Escalona,100,escalona
3345,parra,100,parra
3346,galon,80,malon
3347,colombres,100,colombres
3348,guerta,83,guerau
3349,teran,100,teran
3350,trexo,80,trejo
3351,Palomo,100,palomo
3352,lepe,100,lepe
3353,pinedo,100,pinedo
3354,guejar,100,guejar
3355,JUHAN,89,juan
3356,Galuiz,80,gali
3357,Ourana,83,durana
3358,Redondas,93,redonda
3359,Fel,86,feli
3360,Brito,100,brito
3361,Jove,100,jove
3362,Barro,91,barros
3363,universales,67,navales
3364,albadesa,80,valades
3365,ordopez,92,ordoñez
3366,gonçales,83,gales
3367,caperucci,82,carducci
3368,PAREDES,100,paredes
3369,buidanid,67,brianda
3370,seis,80,sentis
3371,candil,86,carandil
3372,Joseps,91,josep
3373,menor,100,menor
3374,Rangel,100,rangel
3375,Sama,100,sama
3376,Caraballo,100,caraballo
3377,bargas,100,bargas
3378,bastida,100,bastida
3379,Labor,83,laborda
3380,loçano,91,lozano
3381,Reynel,83,reynes
3382,TASSON,80,asso
3383,MOYNA,89,moya
3384,bazques,83,azque
3385,Seta,89,saeta
3386,laura,100,laura
3387,Canales,100,canales
3388,parrales,100,parrales
3389,Abueda,80,beda
3390,ALTERI,77,alberti
3391,Iriberri,100,iriberri
3392,nacio,83,ignacio
3393,Sigura,83,segura
3394,Viscanes,80,viescas
3395,seguirian,80,seguin
3396,seliceo,86,siliceo
3397,Navas,100,navas
3398,Portugal,100,portugal
3399,malbenda,88,maluenda
3400,Bermudez,100,bermudez
3401,MIGUEL,100,miguel
3402,MALABER,86,malaver
3403,monsalues,82,monsalve
3404,Valeriano,100,valeriano
3405,geronimo,100,geronimo
3406,Cardenal,88,cardenas
3407,Riaño,100,riaño
3408,allo,89,dallo
3409,artifise,67,marinis
3410,famora,83,zamora
3411,Ruben,80,rubin
3412,Davila,100,davila
3413,luzia,80,lucia
3414,baltaxar,88,baltasar
3415,quarta,83,quadra
3416,gamarra,100,gamarra
3417,velazques,89,velazquez
3418,NAVARRO,100,navarro
3419,bouadilla,89,bobadilla
3420,al,80,ali
3421,coriana,86,critana
3422,Lopera,83,lobera
3423,ortuño,100,ortuño
3424,gufto,73,agurto
3425,Izquierdo,100,izquierdo
3426,Lamperez,80,sampere
3427,mayor,100,mayor
3428,labrador,100,labrador
3429,Feliciana,100,feliciana
3430,Nebra,100,nebra
3431,Melchior,100,melchior
3432,estebania,89,estefania
3433,ysidro,91,sidro
3434,guanteros,75,agueros
3435,Riuero,83,rieros
3436,silbestre,89,silvestre
3437,Alvan,91,galvan
3438,Justa,100,justa
3439,Julio,100,julio
3440,gauira,83,guiral
3441,Sevastian,89,sebastian
3442,Ruelas,86,bruselas
3443,Tafur,100,tafur
3444,nueva,100,nueva
3445,Utrera,100,utrera
3446,geronymo,88,geronimo
3447,guevara,100,guevara
3448,nobe,80,nombre
3449,naranxo,83,arano
3450,diaz,100,diaz
3451,fenora,73,noreña
3452,Caloña,89,calo
3453,rendon,100,rendon
3454,Firmas,83,firmat
3455,Ganes,83,gamones
3456,rubricadoDiego,60,briceño
3457,Melgarejo,100,melgarejo
3458,Tapia,100,tapia
3459,Matencio,86,mancio
3460,rribero,92,ribero
3461,Burch,89,buch
3462,Parexa,83,pareja
3463,lamestosa,78,lastanosa
3464,zumarraga,78,lazarraga
3465,Agustin,100,agustin
3466,Freijol,77,freila
3467,pedrosa,100,pedrosa
3468,Maior,80,mario
3469,bibero,91,ibero
3470,Acle,75,alex
3471,escriuo,75,escarpizo
3472,melgarejo,100,melgarejo
3473,Solo,89,soloa
3474,roto,89,rotol
3475,Damina,91,damia
3476,fortifican,71,florian
3477,Chamizo,83,cañizo
3478,chabes,83,chaves
3479,pacheco,100,pacheco
3480,CORREA,100,correa
3481,CARVAJAL,100,carvajal
3482,rreligioso,71,remigio
3483,Ruasal,80,rasa
3484,Nubes,75,bes
3485,buenaventura,100,buenaventura
3486,aviles,100,aviles
3487,Muriana,86,mariana
3488,Jua,86,juan
3489,Patino,91,patiño
3490,Sedma,80,sesma
3491,leonizio,80,leoncio
3492,Muys,75,moys
3493,arias,100,arias
3494,gordan,86,giordano
3495,calçada,92,calzada
3496,Margarita,100,margarita
3497,CASTRILLO,100,castrillo
3498,santana,100,santana
3499,yaques,83,arques
3500,Fiadores,77,fores
3501,rromano,92,romano
3502,Enclada,93,encalada
3503,Alicante,80,alcayne
3504,CASALES,100,casales
3505,Pieragullano,70,agullana
3506,jaques,92,jacques
3507,Napoles,100,napoles
3508,Ziñiga,67,inga
3509,capellan,93,capella
3510,obligandome,84,obligado
3511,-basco,100,basco
3512,almonacir,89,almonacid
3513,Regente,80,reciente
3514,galbes,92,gualbes
3515,Identicos,78,domenicos
3516,Ondarzal,93,ondarza
3517,Corrales,100,corrales
3518,Medil,77,mendiola
3519,Muñoz,100,muñoz
3520,Raphaela,80,rafaela
3521,ROJAS,100,rojas
3522,Ibarquen,80,barquin
3523,Leandrada,88,andrada
3524,rrua,86,rua
3525,amaro,91,amparo
3526,Barnuevo,100,barnuevo
3527,azeves,77,azevedo
3528,Alrecon,86,alarcon
3529,agua,89,aguar
3530,CHAMARRO,88,chamorro
3531,Tason,80,tacon
3532,sanabria,100,sanabria
3533,costare,83,costa
3534,Horosco,92,orosco
3535,martires,88,martines
3536,cibo,75,ciro
3537,Mro,86,moro
3538,Siguen,86,siguenza
3539,aberlo,83,abello
3540,SSez,75,sese
3541,afeto,73,maffeo
3542,Cordete,83,corte
3543,SEBASTIAN,100,sebastian
3544,Pulgar,100,pulgar
3545,faauedra,75,saavedra
3546,sanct,83,sanctis
3547,esclauos,86,esclus
3548,ffigueroa,94,figueroa
3549,Porra,91,porras
3550,Cobarrubias,91,covarrubias
3551,navarro,100,navarro
3552,ordoñez,100,ordoñez
3553,Beneficiado,78,benicio
3554,herera,92,hebrera
3555,SANTOS,86,tosantos
3556,desquibel,82,esquivel
3557,ARTIGA,100,artiga
3558,almonacid,100,almonacid
3559,Veranga,83,verga
3560,auisele,77,aurele
3561,abiles,83,aviles
3562,grauiel,77,gudiel
3563,uelasco,86,velasco
3564,Sa,100,sa
3565,nunez,89,nuñez
3566,LUCAS,100,lucas
3567,Azalidallo,71,azailla
3568,alonffo,77,alonso
3569,apremisa,86,remisa
3570,RAMOS,100,ramos
3571,fee,67,felice
3572,Cabilles,89,cabanilles
3573,La,100,la
3574,zabala,100,zabala
3575,uan,86,juan
3576,Galvez,100,galvez
3577,josep,100,josep
3578,Pilato,80,pilo
3579,Auto,80,fausto
3580,Catalina,100,catalina
3581,Xptoual,67,portugal
3582,fumarraga,75,arriaga
3583,monteguerren,73,monteverde
3584,Hipolito,100,hipolito
3585,torre,100,torre
3586,hendedura,67,chindurza
3587,guerra,100,guerra
3588,rubricadoFrancisco,67,francisco
3589,Nabarrete,89,navarrete
3590,puco,75,pico
3591,ortiz,100,ortiz
3592,forteza,88,zaforteza
3593,faluatierra,82,salvatierra
3594,rosales,100,rosales
3595,balles,92,batlles
3596,Villalva,100,villalva
3597,Prousor,77,proust
3598,DIONISIO,100,dionisio
3599,yrruesta,86,ruesta
3600,Jospeha,77,josefa
3601,Montañes100,82,montañes
3602,Libera,86,liberata
3603,Aguiar,100,aguiar
3604,lineas,91,linas
3605,horra,80,horta
3606,Segun,91,seguin
3607,dixere,73,dixar
3608,Larios,100,larios
3609,miguel,100,miguel
3610,canpanero,80,capero
3611,Illescas,100,illescas
3612,GERONIMO,100,geronimo
3613,fee,67,felice
3614,Enriques,94,henriques
3615,Pedro,100,pedro
3616,haldon,83,chalon
3617,COUTsic,73,cusi
3618,delgado,100,delgado
3619,Antunes,86,antunez
3620,estevan,92,esteva
3621,roças,89,rojas
3622,mano,89,manco
3623,uniberfal,67,anibal
3624,Viueros,77,vergos
3625,Benito,100,benito
3626,Calvo,100,calvo
3627,çamorano,93,zamorano
3628,Balladares,90,valladares
3629,cumbreras,75,cabrera
3630,Pinta,89,pina
3631,Serafines,88,serafin
3632,ortis,83,cortiñas
3633,dias,89,dimas
3634,Casaverde,80,castroverde
3635,Casablanca,80,cascallana
3636,bander,92,bandera
3637,gançalo,83,gonçalo
3638,Guerido,83,guido
3639,varela,100,varela
3640,Cisneros,100,cisneros
3641,musques,71,busquet
3642,moscoso,100,moscoso
3643,juridizione,70,urdininea
3644,spinola,100,spinola
3645,alferes,77,febres
3646,barionuebo,86,barrionuevo
3647,Padilla,100,padilla
3648,fracisco,94,francisco
3649,Mol,86,moli
3650,Hacer,80,acero
3651,Balfacon,80,alarcon
3652,sedo,89,sedeño
3653,aguilla,92,aguila
3654,mill,89,milla
3655,ossorio,100,ossorio
3656,ad,80,abd
3657,angeles,100,angeles
3658,Baltasar,100,baltasar
3659,jimenez,100,jimenez
3660,Reimundo,88,raimundo
3661,Teodoro,100,teodoro
3662,guiñes,80,gines
3663,antonio,100,antonio
3664,Aramburo,88,aramburu
3665,Gabaldon,75,gastaldo
3666,poblete,77,poulet
3667,Francisca,100,francisca
3668,SCHUITT,83,schut
3669,francº,91,franci
3670,Brochero,100,brochero
3671,zalzedo,92,alzedo
3672,Villayn,88,villayzan
3673,pineda,100,pineda
3674,santorum,71,santjaume
3675,Pastor,100,pastor
3676,Recaudo,83,recaño
3677,Chazzaretta,82,echazarreta
3678,salvador,100,salvador
3679,mirana,92,miranda
3680,alvarez,100,alvarez
3681,auila,91,aguila
3682,qualesquier,74,pasquier
3683,polimento,75,climent
3684,aranburo,77,arano
3685,Martina,100,martina
3686,cotan,100,cotan
3687,FAC,86,faci
3688,barcena,100,barcena
3689,Albarado,88,alvarado
3690,rubricado-francisco,64,francisca
3691,fagardo,86,fajardo
3692,Portales,100,portales
3693,estubieredes,76,thubieres
3694,PRIETO,100,prieto
3695,Toro,100,toro
3696,rroxas,73,rojas
3697,Pintura,73,pina
3698,armedia,93,armendia
3699,Jurrado,92,jurado
3700,Carpio,100,carpio
3701,pyntar,73,pinar
3702,Sabanza,77,sabina
3703,señora,89,sora
3704,labar,91,labart
3705,rremefal,80,remesal
3706,tablada,100,tablada
3707,rubricado-alonso,61,sobrado
3708,Ramayo,83,tamayo
3709,Veinticuatro,67,veitia
3710,Quertas,86,puertas
3711,corregio,86,orrego
3712,Armido,83,armida
3713,Raymaquer,67,camaquiri
3714,cobarubias,86,covarrubias
3715,lizana,100,lizana
3716,presbitero,80,prestamero
3717,donzelta,71,boneta
3718,Pozi,75,ponz
3719,virues,100,virues
3720,acuña,100,acuña
3721,delgadillo,100,delgadillo
3722,miguell,92,miguel
3723,Serafin,100,serafin
3724,ubago,89,bago
3725,JULIAN,100,julian
3726,Sopriarta,71,soria
3727,yebenes,100,yebenes
3728,raso,100,raso
3729,azulete,71,valette
3730,Llanos,100,llanos
3731,Sendo,83,rosendo
3732,AVILA,100,avila
3733,MILLAN,100,millan
3734,VERA,100,vera
3735,Palomita,80,palomar
3736,monsalue,88,monsalve
3737,Couto,100,couto
3738,Apans,80,panes
3739,SARATE,86,sarratea
3740,zelis,80,elias
3741,los,86,losa
3742,haser,77,hasekura
3743,Rolleto,86,molleto
3744,Mazas,100,mazas
3745,fray,100,fray
3746,velazquez,100,velazquez
3747,Quesada,100,quesada
3748,Ortigoza,82,hortigosa
3749,pelipe,92,phelipe
3750,arriaño,91,arria
3751,vzeda,80,vedia
3752,cipres,91,cires
3753,Reolid,100,reolid
3754,bauda,89,bauça
3755,esteuan,86,esteban
3756,justiniano,100,justiniano
3757,labaco,77,labarca
3758,falcedo,92,alcedo
3759,Arcegani,71,argain
3760,ponze,89,ponz
3761,TOBAR,100,tobar
3762,begon,83,obregon
3763,Martaga,86,arteaga
3764,Marina,100,marina
3765,dalvo,80,dallo
3766,aldana,100,aldana
3767,brabo,80,balbo
3768,Rut,86,rute
3769,Bicente,86,vicente
3770,cegarra,92,cearra
3771,Doria,100,doria
3772,Jacinta,100,jacinta
3773,pudiendolo,63,prudencio
3774,Chasaretta,76,echazarreta
3775,arcarate,88,azcarate
3776,laureano,100,laureano
3777,Benjumea,71,enjuta
3778,ocampo,100,ocampo
3779,Barrete,86,barreto
3780,Paula,100,paula
3781,ARROYO,100,arroyo
3782,Neyra,100,neyra
3783,Pasqual,100,pasqual
3784,ciudadde,62,cuadrado
3785,Çapata,91,zapata
3786,heredia,100,heredia
3787,fifontes,88,cifontes
3788,Niza,100,niza
3789,Simon,100,simon
3790,COUTO,100,couto
3791,femandez,82,fernandez
3792,Baslientos,80,barrientos
3793,Gregoria,100,gregoria
3794,obregon,100,obregon
3795,Peras,91,perlas
3796,uidal,80,vidal
3797,caballero,100,caballero
3798,Sobrino,100,sobrino
3799,zedro,80,pedro
3800,Ahumada,100,ahumada
3801,CARBAJAL,100,carbajal
3802,Luzon,80,luzan
3803,FELIPE,100,felipe
3804,Sab,86,saba
3805,Carballo,100,carballo
3806,silleria,80,sillero
3807,çapata,91,zapata
3808,Morin,91,mourin
3809,Malagon,100,malagon
3810,Arza,100,arza
3811,AMBAR,91,lambar
3812,ribero,100,ribero
3813,Medariaga,89,madariaga
3814,Cameros,100,cameros
3815,Josepha,92,joseph
3816,navarrete,100,navarrete
3817,Olayrola,77,olaya
3818,fandobal,77,nobal
3819,Francisco-Pacheco,69,francisca
3820,Aldrete,100,aldrete
3821,PAZ,100,paz
3822,Petronilla,95,petronila
3823,Juo,75,julio
3824,Palomes,88,palomares
3825,benbenuto,75,beneyto
3826,Llorente,100,llorente
3827,Tercero,100,tercero
3828,Granillo,88,granello
3829,gama,100,gama
3830,bernaldo,100,bernaldo
3831,carate,86,azcarate
3832,Portugues,100,portugues
3833,Salablanca,100,salablanca
3834,ariba,91,aribau
3835,edro,89,pedro
3836,Xaramielo,78,jaramillo
3837,Bezerra,86,becerra
3838,Delgado,100,delgado
3839,Tello,100,tello
3840,Presiada,77,prada
3841,Truxillo,88,trujillo
3842,remefal,86,remesal
3843,Corios,91,corio
3844,Colegial,71,colina
3845,hynacio,71,horacio
3846,Arandia,100,arandia
3847,sespedes,88,cespedes
3848,memorial,77,moral
3849,XIII,67,ibiri
3850,Carcel,100,carcel
3851,Arranegui,88,arregui
3852,Palomino,100,palomino
3853,Geraldo,88,geraldino
3854,Reliebe,67,oribe
3855,dgo,80,do
3856,venegas,100,venegas
3857,Valle,100,valle
3858,dozena,67,donato
3859,mensia,91,mensa
3860,vna,75,avina
3861,,0,abd
3862,Monsalve,100,monsalve
3863,Benitos,92,benito
3864,vuo,67,nuño
3865,Mañara,100,mañara
3866,leonardo,100,leonardo
3867,XIV,67,xiu
3868,lamilla,83,milla
3869,SEVASTIAN,89,sebastian
3870,Cantillejo,90,castillejo
3871,rruego,83,orrego
3872,saravia,100,saravia
3873,gonzalez,100,gonzalez
3874,digere,77,digueri
3875,Montalbo,100,montalbo
3876,Ponse,89,pons
3877,AlvarezE,93,alvarez
3878,carmona,100,carmona
3879,abila,83,ambiela
3880,Montemayor,100,montemayor
3881,Arguello,100,arguello
3882,Almanza,100,almanza
3883,Morgado,100,morgado
3884,madrid,100,madrid
3885,Doratta,77,morata
3886,HEREDIA,100,heredia
3887,RIS,86,rois
3888,SAMORA,83,zamora
3889,gilberto,88,gilabert
3890,Calzado,86,calzada
3891,Cortazar,100,cortazar
3892,puior,75,pio
3893,Isabella,100,isabella
3894,Savala,83,savila
3895,police,86,policena
3896,Guiomar,100,guiomar
3897,De,80,der
3898,Judit,75,udi
3899,Maseda,91,maeda
3900,ALVA,100,alva
3901,pater,83,zapater
3902,monje,80,monge
3903,Povede,83,poveda
3904,lodobico,88,lodovico
3905,mayda,89,maya
3906,VIGUERA,100,viguera
3907,Moyne,83,lemoyne
3908,Quijada,100,quijada
3909,cornexo,86,cornejo
3910,reyna,100,reyna
3911,Arcos,100,arcos
3912,negron,100,negron
3913,vorja,80,borja
3914,arnedo,100,arnedo
3915,paz,100,paz
3916,Daniella,86,daniel
3917,Mitacion,78,visitacion
3918,Montingre,75,meingre
3919,Calderon,100,calderon
3920,Billapor,75,villamor
3921,rresta,91,resta
3922,Marchan,83,marca
3923,RfOS,89,rifos
3924,deljuan,73,juan
3925,josseffe,77,josef
3926,ruis,100,ruis
3927,Valvino,77,albino
3928,Alvares,100,alvares
3929,Falcon,100,falcon
3930,galbez,86,gosalbez
3931,LAS,86,blas
3932,señoresBienvenuto,62,bienvengud
3933,camargo,100,camargo
3934,DELGADO,100,delgado
3935,viscayno,88,vizcayno
3936,Fugoso,86,fulgosio
3937,pan,100,pan
3938,postigo,100,postigo
3939,billarrubia,91,villarrubia
3940,Rabarro,77,barros
3941,talaberano,90,talaverano
3942,geronima,100,geronima
3943,Neve,100,neve
3944,BARTOLOME,100,bartolome
3945,salaçar,92,salazar
3946,silba,80,silva
3947,DURAN,100,duran
3948,leyva,100,leyva
3949,Asencio,93,ascencio
3950,billagomes,84,villagome
3951,zamora,100,zamora
3952,Rodillas,80,rudilla
3953,Alfian,86,alfeiran
3954,lisvoa,83,lisboa
3955,decassas,77,casas
3956,coello,100,coello
3957,angelino,100,angelino
3958,Luis,100,luis
3959,Balbuena,100,balbuena
3960,lijitimo,67,livinio
3961,Canalles,93,canales
3962,Benegas,100,benegas
3963,Milanes,100,milanes
3964,Prouor,73,rouco
3965,Melo,100,melo
3966,grabier,80,graubner
3967,botello,100,botello
3968,adan,100,adan
3969,Tristan,100,tristan
3970,Velasco,100,velasco
3971,Obligandome,84,obligado
3972,andino,100,andino
3973,fuñiga,75,uiña
3974,RIES,100,ries
3975,Arzobispo,67,robiou
3976,Fuente,100,fuente
3977,Merino,100,merino
3978,messa,91,messia
3979,bazquez,93,blazquez
3980,Joana,100,joana
3981,Gellega,71,gallego
3982,Informen,80,forment
3983,Rodrigo,100,rodrigo
3984,ortega,100,ortega
3985,rufina,83,rufino
3986,Herrero,100,herrero
3987,harentts,75,marentes
3988,DIAZ,100,diaz
3989,ramon,100,ramon
3990,Çarzuela,86,arzueta
3991,Minaiz,83,minali
3992,Lermal,91,lerma
3993,luque,100,luque
3994,quarto,77,quadros
3995,Panejo,91,anejo
3996,jossephe,86,joseph
3997,afan,100,afan
3998,abita,83,ablitas
3999,peon,100,peon
4000,oliueros,88,oliveros
4001,Games,83,gamones
4002,Silbestre,89,silvestre
4003,sanchez,100,sanchez
4004,Medina,100,medina
4005,cueto,100,cueto
4006,sandobal,88,sandoval
4007,uceda,100,uceda
4008,Ju,67,juan
4009,Mecia,91,mencia
4010,Ysidoro,86,isidoro
4011,bernaue,88,bernaguer
4012,Rendon,100,rendon
4013,Rio,100,rio
4014,llano,100,llano
4015,Calco,89,calo
4016,Nisa,75,niza
4017,pablos,100,pablos
4018,Guillon,100,guillon
4019,santos,86,tosantos
4020,boti,89,botin
4021,urbano,100,urbano
4022,mirallez,88,miralles
4023,Falla,100,falla
4024,barbaro,88,barbastro
4025,defpinofa,71,espinoza
4026,coba,89,cobar
4027,Collantes,100,collantes
4028,rrio,89,orrio
4029,Ytem,75,telm
4030,GERRA,91,guerra
4031,uazquez,86,vazquez
4032,cofrades,77,rades
4033,Crespo,100,crespo]
4034,durero,80,duro
4035,MERINO,100,merino
4036,Berdiel,80,perdriel
4037,ASCENCIO,100,ascencio
4038,Lope,100,lope
4039,dotores,86,dolores
4040,enRiques,94,henriques
4041,albino,100,albino
